,Open,High,Low,Close,Adj Close,Volume
2020-06-24,1.3456508543198028e-11,1.3544236090527427e-11,1.3456508543198028e-11,1.3515516476000098e-11,1.3515516476000098e-11,4741356168
2020-06-25,8.227110912942586e-12,8.24300015943946e-12,8.20439300615477e-12,8.24044483491726e-12,8.24044483491726e-12,3108923293
2020-06-26,4.9995691316385475e-12,5.0512729095487405e-12,4.999117971884431e-12,5.022653195587173e-12,5.022653195587173e-12,4460685024
2020-06-29,2.9657294421368245e-12,2.972530064051915e-12,2.963870104588369e-12,2.9664368005354874e-12,2.9664368005354874e-12,3442690120
2020-06-30,1.7484150597544865e-12,1.7598056072308268e-12,1.7423933347345485e-12,1.7524023950193772e-12,1.7524023950193772e-12,4986381977
2020-07-01,1.0490711401279604e-12,1.05865129857838e-12,1.0490711401279604e-12,1.0527651141080779e-12,1.0527651141080779e-12,4303261439
2020-07-02,6.220228087061037e-13,6.286996018909573e-13,6.197096979002061e-13,6.232578524969522e-13,6.232578524969522e-13,3147394233
2020-07-03,3.6873803182305585e-13,3.724127183580948e-13,3.651992671780115e-13,3.688011533465077e-13,3.688011533465077e-13,3086343634
2020-07-06,2.1868994547164593e-13,2.2151591513774918e-13,2.1863854936807017e-13,2.1976863249979056e-13,2.1976863249979056e-13,2194832553
2020-07-07,1.3020949597728368e-13,1.3189955288589252e-13,1.3009398920620502e-13,1.3067792782999444e-13,1.3067792782999444e-13,3711576260
2020-07-08,7.657234862225058e-14,7.741811770929918e-14,7.630109747203685e-14,7.672836834687641e-14,7.672836834687641e-14,2937963772
2020-07-09,4.6189257993079624e-14,4.671550596347907e-14,4.611651738416381e-14,4.6406710887365304e-14,4.6406710887365304e-14,2387516290
2020-07-10,2.7872980672289962e-14,2.7960483586870625e-14,2.784742105467021e-14,2.7878726034255877e-14,2.7878726034255877e-14,2711720237
2020-07-13,1.6513148843716186e-14,1.6652541630670856e-14,1.646587204032106e-14,1.6541780274410608e-14,1.6541780274410608e-14,4212364210
2020-07-14,9.979543348461368e-15,1.0038251482352377e-14,9.884438549570254e-15,9.982529224395679e-15,9.982529224395679e-15,4159068809
2020-07-15,6.107411675343667e-15,6.139259370413677e-15,6.0778402475508505e-15,6.126949790213381e-15,6.126949790213381e-15,4234934648
2020-07-16,3.664008819967787e-15,3.696942453307949e-15,3.6358293794320145e-15,3.669852413561606e-15,3.669852413561606e-15,3463706809
2020-07-17,2.2194901547396215e-15,2.2364693576462417e-15,2.2013678984872007e-15,2.2224936626890246e-15,2.2224936626890246e-15,2174179539
2020-07-20,1.3126123827428073e-15,1.328045609920084e-15,1.310395009753964e-15,1.3151805262486166e-15,1.3151805262486166e-15,3054771249
2020-07-21,7.997295401192958e-16,8.049688884752722e-16,7.979549873191276e-16,8.023725833983089e-16,8.023725833983089e-16,4418846197
2020-07-22,4.792826333155465e-16,4.834385268980749e-16,4.792740342923828e-16,4.810470851770964e-16,4.810470851770964e-16,3835013483
2020-07-23,2.8140501037550517e-16,2.8474221318285566e-16,2.8140501037550517e-16,2.8257731863940016e-16,2.8257731863940016e-16,4381040183
2020-07-24,1.6716261140565578e-16,1.6849732603790798e-16,1.6625029880255173e-16,1.677313972549305e-16,1.677313972549305e-16,2552130827
2020-07-27,9.967174910145811e-17,1.0007490259110072e-16,9.958956083032292e-17,1.0003507374819886e-16,1.0003507374819886e-16,2435915521
2020-07-28,5.97926421096121e-17,6.016733160636435e-17,5.97926421096121e-17,6.008756513298498e-17,6.008756513298498e-17,2499614871
2020-07-29,3.583816797072125e-17,3.60262095526828e-17,3.5674684455527516e-17,3.594153435884405e-17,3.594153435884405e-17,4911467824
2020-07-30,2.143251777548682e-17,2.1623532342058142e-17,2.14239305505185e-17,2.150127211900435e-17,2.150127211900435e-17,2893782847
2020-07-31,1.2696954991772093e-17,1.2765391722108863e-17,1.2638015072894104e-17,1.2699127552720328e-17,1.2699127552720328e-17,4679608694
2020-08-03,7.524514985728821e-18,7.592826086892435e-18,7.524514985728821e-18,7.536158258366197e-18,7.536158258366197e-18,2106911970
2020-08-04,4.549344372462077e-18,4.5916018205123295e-18,4.538237566348885e-18,4.558799293423649e-18,4.558799293423649e-18,3357732659
2020-08-05,2.643653380326189e-18,2.6538059763476504e-18,2.6258702178090246e-18,2.6489299400581147e-18,2.6489299400581147e-18,4851878221
2020-08-06,1.5992434576514709e-18,1.6021245478551586e-18,1.5992434576514709e-18,1.6006003193468403e-18,1.6006003193468403e-18,2214094320
2020-08-07,9.569855417829517e-19,9.613257289706014e-19,9.569855417829517e-19,9.612055127430046e-19,9.612055127430046e-19,4065968124
2020-08-10,5.907371739710317e-19,5.943335502171776e-19,5.907371739710317e-19,5.921215775619188e-19,5.921215775619188e-19,4422842014
2020-08-11,3.5203215849271676e-19,3.5531879838474683e-19,3.513205769360136e-19,3.530263291394263e-19,3.530263291394263e-19,2068395857
2020-08-12,2.1059510077034973e-19,2.116495203049931e-19,2.1059510077034973e-19,2.1101002382720971e-19,2.1101002382720971e-19,4571476166
2020-08-13,1.2409323111602157e-19,1.2493660553606546e-19,1.235203036193078e-19,1.2426582950536326e-19,1.2426582950536326e-19,2556109871
2020-08-14,7.392679481642193e-20,7.411213204282533e-20,7.391912574136342e-20,7.402594551268613e-20,7.402594551268613e-20,2084529548
2020-08-17,4.492620993920777e-20,4.513490856528321e-20,4.455746558948636e-20,4.4932430852257304e-20,4.4932430852257304e-20,2022000926
2020-08-18,2.7283509595033803e-20,2.747106869950084e-20,2.7127053912368634e-20,2.736376920129178e-20,2.736376920129178e-20,3261214376
2020-08-19,1.603886109294375e-20,1.6246111297038436e-20,1.603886109294375e-20,1.6106476716059633e-20,1.6106476716059633e-20,2554655172
2020-08-20,9.645584265600929e-21,9.740618640324771e-21,9.593655350342148e-21,9.667297808454788e-21,9.667297808454788e-21,4420345166
2020-08-21,5.8110972122957e-21,5.846811499646566e-21,5.782711728968996e-21,5.8295537458794785e-21,5.8295537458794785e-21,3995673037
2020-08-24,3.504746373430829e-21,3.538124247892703e-21,3.4979041494544565e-21,3.504789941158829e-21,3.504789941158829e-21,2201760262
2020-08-25,2.0679739338156122e-21,2.080743205515773e-21,2.058921396739222e-21,2.074628892527789e-21,2.074628892527789e-21,4858234763
2020-08-26,1.2344047084214017e-21,1.2458532211213766e-21,1.2340269932070157e-21,1.2398111859655055e-21,1.2398111859655055e-21,4193844985
2020-08-27,7.375575493567771e-22,7.472196058182931e-22,7.371190124764458e-22,7.403940243446973e-22,7.403940243446973e-22,2336007543
2020-08-28,4.375586562103042e-22,4.402986173713477e-22,4.360020366711603e-22,4.387359461904313e-22,4.387359461904313e-22,4796107662
2020-08-31,2.6967894771817247e-22,2.703155161771027e-22,2.686663329251409e-22,2.697814117426756e-22,2.697814117426756e-22,3434886562
2020-09-01,1.6334006261150961e-22,1.6545782542669013e-22,1.6334006261150961e-22,1.6397856400238807e-22,1.6397856400238807e-22,4651140499
2020-09-02,9.784914476304746e-23,9.890558131131508e-23,9.784914476304746e-23,9.824711621482358e-23,9.824711621482358e-23,4188913708
2020-09-03,5.821890151094429e-23,5.861227284835921e-23,5.795167495845465e-23,5.846262646900374e-23,5.846262646900374e-23,3716303111
2020-09-04,3.507530422164735e-23,3.5151143149235386e-23,3.504998822931174e-23,3.514825815776715e-23,3.514825815776715e-23,4041755516
2020-09-07,2.1080411572835553e-23,2.109760258631978e-23,2.103552825077397e-23,2.1092461614050588e-23,2.1092461614050588e-23,3051886825
2020-09-08,1.2730531113120517e-23,1.2863927987720767e-23,1.2689212322544737e-23,1.2781866428610575e-23,1.2781866428610575e-23,2097980348
2020-09-09,7.525165114624866e-24,7.564198146987166e-24,7.4905776540753e-24,7.535896060903595e-24,7.535896060903595e-24,4513318499
2020-09-10,4.326355142707181e-24,4.33804720525905e-24,4.322654656499433e-24,4.334855419452123e-24,4.334855419452123e-24,4144502701
2020-09-11,2.64024904742016e-24,2.6608367738242586e-24,2.6387079167655543e-24,2.642366790824067e-24,2.642366790824067e-24,3155494894
2020-09-14,1.5143612670904144e-24,1.5215381612770629e-24,1.5143612670904144e-24,1.5178471142283877e-24,1.5178471142283877e-24,3180191604
2020-09-15,9.105078564699893e-25,9.126939457157386e-25,9.105078564699893e-25,9.114636218171155e-25,9.114636218171155e-25,3424644234
2020-09-16,5.447400772440127e-25,5.485123343104488e-25,5.431416708820157e-25,5.46778615372533e-25,5.46778615372533e-25,3493424980
2020-09-17,3.32164964728286e-25,3.338530360856895e-25,3.3029951628106113e-25,3.3227641476821697e-25,3.3227641476821697e-25,4737817668
2020-09-18,1.9693397914323702e-25,1.9792701741537667e-25,1.9580683424424966e-25,1.971187343746809e-25,1.971187343746809e-25,2852152833
2020-09-21,1.1706276598438744e-25,1.1789417387932457e-25,1.1706276598438744e-25,1.1743158412900525e-25,1.1743158412900525e-25,4146632587
2020-09-22,7.171275426194738e-26,7.234664780803855e-26,7.163315149727345e-26,7.17372974954783e-26,7.17372974954783e-26,4317924923
2020-09-23,4.325917534525663e-26,4.348292077572755e-26,4.325917534525663e-26,4.340877728612245e-26,4.340877728612245e-26,4992726086
2020-09-24,2.5467209016684364e-26,2.5600972072201357e-26,2.5436642569493217e-26,2.5532440674604885e-26,2.5532440674604885e-26,3635268341
2020-09-25,1.573132897657592e-26,1.5831546200087512e-26,1.566093656116587e-26,1.5753245542075157e-26,1.5753245542075157e-26,2565854496
2020-09-28,9.426228379260227e-27,9.489443930334024e-27,9.426228379260227e-27,9.458101781261809e-27,9.458101781261809e-27,2978301028
2020-09-29,5.6559292899295374e-27,5.7106173880212925e-27,5.641351887059274e-27,5.68171983500255e-27,5.68171983500255e-27,2423807336
2020-09-30,3.397213621247707e-27,3.43246987302589e-27,3.393902415431034e-27,3.4074319552016105e-27,3.4074319552016105e-27,2872048152
2020-10-01,2.0392724304366448e-27,2.058221732527116e-27,2.035622015851323e-27,2.045924896315344e-27,2.045924896315344e-27,3726745295
2020-10-02,1.2147096350997457e-27,1.221144109864842e-27,1.2085603156555193e-27,1.2191121674346538e-27,1.2191121674346538e-27,4267133772
2020-10-05,6.984381076097038e-28,7.006524737186206e-28,6.942089110200337e-28,6.994876955580254e-28,6.994876955580254e-28,3159402662
2020-10-06,4.17139867414324e-28,4.196703795991572e-28,4.161500600196264e-28,4.187292846849151e-28,4.187292846849151e-28,2835154598
2020-10-07,2.549478830483279e-28,2.5653149177580615e-28,2.549478830483279e-28,2.553786784885775e-28,2.553786784885775e-28,3075495209
2020-10-08,1.5372924743662379e-28,1.5428570776382674e-28,1.5243701965228357e-28,1.5396149956821943e-28,1.5396149956821943e-28,3289747338
2020-10-09,9.330176109010713e-29,9.37527163640073e-29,9.330176109010713e-29,9.371188834761922e-29,9.371188834761922e-29,2407893101
2020-10-12,5.686855577973213e-29,5.753158503604753e-29,5.664234002345312e-29,5.697781173670441e-29,5.697781173670441e-29,4053282054
2020-10-13,3.436241101091538e-29,3.4496129244333304e-29,3.436241101091538e-29,3.448244924240197e-29,3.448244924240197e-29,4257700507
2020-10-14,2.0613803847946817e-29,2.0729884546349703e-29,2.0515546851586926e-29,2.0681381050139792e-29,2.0681381050139792e-29,3137601614
2020-10-15,1.2156760108495013e-29,1.223283227220274e-29,1.2151338396419789e-29,1.2186919712708353e-29,1.2186919712708353e-29,4421996419
2020-10-16,7.263666257277121e-30,7.311153930095111e-30,7.263666257277121e-30,7.290316061645763e-30,7.290316061645763e-30,3447680624
2020-10-19,4.327601991111326e-30,4.3715507561788284e-30,4.327601991111326e-30,4.3467783870605845e-30,4.3467783870605845e-30,3832834287
2020-10-20,2.6121352592904693e-30,2.6485410613106683e-30,2.6069022565768024e-30,2.6236812492686864e-30,2.6236812492686864e-30,4090768614
2020-10-21,1.5598451885199958e-30,1.5708174173920543e-30,1.5598451885199958e-30,1.562464803161376e-30,1.562464803161376e-30,2829739938
2020-10-22,9.170519864880639e-31,9.293185785044078e-31,9.118340591147029e-31,9.202214583218885e-31,9.202214583218885e-31,2599427833
2020-10-23,5.5224681439856265e-31,5.578726483838133e-31,5.5224681439856265e-31,5.543511251349916e-31,5.543511251349916e-31,2496108102
2020-10-26,3.356308417132885e-31,3.3589251152718613e-31,3.343602689271407e-31,3.3586608307682993e-31,3.3586608307682993e-31,3671344103
2020-10-27,2.0206931134217564e-31,2.0464373808721417e-31,2.0129303700773983e-31,2.0295695989597003e-31,2.0295695989597003e-31,3175856842
2020-10-28,1.2315924248655753e-31,1.2434103951587682e-31,1.2262841765295204e-31,1.2327137522395756e-31,1.2327137522395756e-31,4489031509
2020-10-29,7.465142789045967e-32,7.490144086367515e-32,7.44089500089987e-32,7.488790514794036e-32,7.488790514794036e-32,3218728872
2020-10-30,4.5850760159082694e-32,4.612352668400525e-32,4.577980529000225e-32,4.597732252229672e-32,4.597732252229672e-32,4989262909
2020-11-02,2.736202921517081e-32,2.760331784792567e-32,2.7203706829035806e-32,2.7447740528095334e-32,2.7447740528095334e-32,3297873218
2020-11-03,1.611656879124679e-32,1.6253138685394521e-32,1.6068230509830554e-32,1.616585418546469e-32,1.616585418546469e-32,2162694586
2020-11-04,9.829288757899323e-33,9.921691137706636e-33,9.827070165974106e-33,9.849094031315981e-33,9.849094031315981e-33,2005419729
2020-11-05,5.9517563449849105e-33,6.0063241930961325e-33,5.9313522477875276e-33,5.955302896600682e-33,5.955302896600682e-33,2439388136
2020-11-06,3.645006410327258e-33,3.68691231308471e-33,3.627664224562793e-33,3.6608199590386466e-33,3.6608199590386466e-33,4915979414
2020-11-09,2.1874307285040847e-33,2.1997711668583508e-33,2.1874307285040847e-33,2.19763024570559e-33,2.19763024570559e-33,2916038469
2020-11-10,1.278962536115414e-33,1.285191309091926e-33,1.2754062247025248e-33,1.2794736311345789e-33,1.2794736311345789e-33,2491056225
2020-11-11,7.645876432732975e-34,7.66145197163376e-34,7.631440181264248e-34,7.653172402102434e-34,7.653172402102434e-34,4836223584
2020-11-12,4.567359055623432e-34,4.597191470068851e-34,4.5595957707305216e-34,4.588744343290669e-34,4.588744343290669e-34,3722274597
2020-11-13,2.7308019735355865e-34,2.7473172082256666e-34,2.7308019735355865e-34,2.734787592271528e-34,2.734787592271528e-34,4100608552
2020-11-16,1.6058516461282026e-34,1.6233238517120755e-34,1.5934861827044128e-34,1.607702935647232e-34,1.607702935647232e-34,2166441500
2020-11-17,9.429075461203648e-35,9.480816366569797e-35,9.429075461203648e-35,9.471761644348138e-35,9.471761644348138e-35,4928898711
2020-11-18,5.661010077259254e-35,5.668743665605649e-35,5.651902502329204e-35,5.661029884490488e-35,5.661029884490488e-35,4828590871
2020-11-19,3.396299433079064e-35,3.4179030354244704e-35,3.3799951564002474e-35,3.4101079993706357e-35,3.4101079993706357e-35,2853414384
2020-11-20,2.0162169700570806e-35,2.0288886071586636e-35,2.0162169700570806e-35,2.0199053740136562e-35,2.0199053740136562e-35,2206469538
2020-11-23,1.2291031207754756e-35,1.2453492269097279e-35,1.2291031207754756e-35,1.234695267645101e-35,1.234695267645101e-35,2151268356
2020-11-24,7.303370890261011e-36,7.352932264518193e-36,7.248969381518208e-36,7.30417287177181e-36,7.30417287177181e-36,2732246702
2020-11-25,4.4070562948190606e-36,4.458316951939328e-36,4.3852700776439466e-36,4.4144910269334695e-36,4.4144910269334695e-36,3373164810
2020-11-26,2.6266054167768143e-36,2.6591253956067267e-36,2.6194581268117458e-36,2.6352892148205882e-36,2.6352892148205882e-36,2491994239
2020-11-27,1.5767977340098005e-36,1.592897204596257e-36,1.575408496197664e-36,1.578898167873179e-36,1.578898167873179e-36,2194787170
2020-11-30,9.553287804586812e-37,9.62604564174768e-37,9.553287804586812e-37,9.583584248509362e-37,9.583584248509362e-37,4915536387
2020-12-01,5.8253374436843305e-37,5.862217025687918e-37,5.77912434350954e-37,5.828395532085384e-37,5.828395532085384e-37,3201961996
2020-12-02,3.5017733533695985e-37,3.5121086892420535e-37,3.4825351622761764e-37,3.505654091345807e-37,3.505654091345807e-37,2539817887
2020-12-03,2.0566944268158227e-37,2.0589040357205603e-37,2.041281597634748e-37,2.0577748623131055e-37,2.0577748623131055e-37,3093506252
2020-12-04,1.2407796004724655e-37,1.2480783146033073e-37,1.2314093130815092e-37,1.2426302072299426e-37,1.2426302072299426e-37,3551076975
2020-12-07,7.354427993545397e-38,7.395135005804586e-38,7.352705465208882e-38,7.389838098060204e-38,7.389838098060204e-38,3606789496
2020-12-08,4.3811188431678414e-38,4.423494471106134e-38,4.3811188431678414e-38,4.3986365577984406e-38,4.3986365577984406e-38,2039853868
2020-12-09,2.617768008809047e-38,2.627370280510204e-38,2.617372784787717e-38,2.621811986308632e-38,2.621811986308632e-38,3277169311
2020-12-10,1.6010399886414028e-38,1.604268029346033e-38,1.5926931547784806e-38,1.6018477947501776e-38,1.6018477947501776e-38,3173631076
2020-12-11,9.378660646796314e-39,9.46075710122477e-39,9.378660646796314e-39,9.416269099991232e-39,9.416269099991232e-39,2763562537
2020-12-14,5.634673806003107e-39,5.6884870594386894e-39,5.6200877853296595e-39,5.6445280128841994e-39,5.6445280128841994e-39,3706697977
2020-12-15,3.26706815373251e-39,3.28613678294579e-39,3.26706815373251e-39,3.281076466245057e-39,3.281076466245057e-39,2516823457
2020-12-16,1.9054605536037002e-39,1.9248173517864402e-39,1.9049614861519405e-39,1.9099537024379427e-39,1.9099537024379427e-39,4031594142
2020-12-17,1.1400250371028732e-39,1.1439595935638352e-39,1.1352933294691705e-39,1.1416714168671765e-39,1.1416714168671765e-39,2068563797
2020-12-18,6.762796486774209e-40,6.8225333222536895e-40,6.7113111328355745e-40,6.778731944912506e-40,6.778731944912506e-40,4260270621
2020-12-21,4.031110952710263e-40,4.067887752690613e-40,4.009019431495068e-40,4.045252692307743e-40,4.045252692307743e-40,3893077567
2020-12-22,2.391909608571695e-40,2.4116050184272167e-40,2.381996693818981e-40,2.398285456459927e-40,2.398285456459927e-40,4126837306
2020-12-23,1.4307276767732078e-40,1.4376025590691636e-40,1.4307276767732078e-40,1.4354586936760077e-40,1.4354586936760077e-40,3732232841
2020-12-24,8.480378188193108e-41,8.574296036261734e-41,8.480378188193108e-41,8.496961804974283e-41,8.496961804974283e-41,2975761701
2020-12-25,5.038573547656916e-41,5.087159435946959e-41,5.034567241795127e-41,5.059110639408423e-41,5.059110639408423e-41,2262397783
2020-12-28,3.040672018093539e-41,3.0757833437182677e-41,3.040672018093539e-41,3.048067883174986e-41,3.048067883174986e-41,2574465030
2020-12-29,1.8095205926407625e-41,1.8340860351019932e-41,1.8095205926407625e-41,1.8166942236215707e-41,1.8166942236215707e-41,2175349027
2020-12-30,1.0888325256422122e-41,1.0936484173624792e-41,1.0854500056573879e-41,1.091902596439404e-41,1.091902596439404e-41,2761807037
2020-12-31,6.504133819303812e-42,6.555177599762911e-42,6.504133819303812e-42,6.524781066178517e-42,6.524781066178517e-42,4432078189
2021-01-01,3.878629361095704e-42,3.913827139916373e-42,3.851809530795573e-42,3.887471504911857e-42,3.887471504911857e-42,3498051915
2021-01-04,2.3211241763440586e-42,2.3560515855603908e-42,2.3211241763440586e-42,2.3327688110565525e-42,2.3327688110565525e-42,2743907833
2021-01-05,1.3848119536634555e-42,1.3897002256942641e-42,1.3752890087238923e-42,1.3880541898349683e-42,1.3880541898349683e-42,4148641053
2021-01-06,8.44233284390579e-43,8.468847994100422e-43,8.402195867657172e-43,8.451043690901579e-43,8.451043690901579e-43,4096382239
2021-01-07,5.177715762715358e-43,5.211277776421962e-43,5.152324043122784e-43,5.180011025749588e-43,5.180011025749588e-43,4412978660
2021-01-08,2.9969590439217616e-43,3.012651445207738e-43,2.9969590439217616e-43,3.0106851759574936e-43,3.0106851759574936e-43,2257571169
2021-01-11,1.7624408828585569e-43,1.7833269861966889e-43,1.7624408828585569e-43,1.7678380060689756e-43,1.7678380060689756e-43,3627886720
